product_name,product_brand,product_category,product_code,product_series,business,product_identifier
Between Flange Proportioner 6 in.,CHEMGUARD,Foam Hardware - Proportioning Equipment,Not Specified,Proportioner,Special Hazards,Between_Flange_Proportioner_6_in.-CHE-XX-Pr-Ss
Between Flange Proportioners 3 in.,CHEMGUARD,Foam Hardware - Proportioning Equipment,Not Specified,Proportioner,Special Hazards,Between_Flange_Proportioners_3_in.-CHE-XX-Pr-Ss
Between Flange Proportioners 8 in.,CHEMGUARD,Foam Hardware - Proportioning Equipment,Not Specified,Proportioner,Special Hazards,Between_Flange_Proportioners_8_in.-CHE-XX-Pr-Ss
Bladder Tank Sight Gauge,CHEMGUARD,Foam Hardware - Proportioning Equipment,Not Specified,Bladder Tanks,Special Hazards,Bladder_Tank_Sight_Gauge-CHE-XX-Bs-Ss
CGFLR and CGFM Foam Makers,CHEMGUARD,Foam Hardware - Discharge Device,Not Specified,Storage Tank Protection Equipment,Special Hazards,CGFLR_and_CGFM_Foam_Makers-CHE-XX-St-Ss
CGFLR-30 and CGFLR-90-FP Rim Seal Foam Pourer,CHEMGUARD,Foam Hardware - Discharge Device,Not Specified,Storage Tank Protection Equipment,Special Hazards,CGFLR-30_and_CGFLR-90-FP_Rim_Seal_Foam_Pourer-CHE-XX-St-Ss
DIRECTATTACK Foam Concentrate,CHEMGUARD,Foam Concentrate,Not Specified,Class A Foam,Special Hazards,DIRECTATTACK_Foam_Concentrate-CHE-XX-Cm-Ss
DOUBLE-5 Industrial Brand,WILLIAMS,Foam Hardware - Proportioning Equipment,Not Specified,Hoses,Special Hazards,DOUBLE-5_Industrial_Brand-WIL-XX-Hs-Ss
Foam Chambers,CHEMGUARD,Foam Hardware - Discharge Device,Not Specified,High-Expansion Generators,Special Hazards,Foam_Chambers-CHE-XX-Hs-Ss
Foam Concentrate Transfer Pump,CHEMGUARD,Foam Hardware - Proportioning Equipment,Not Specified,Bladder Tanks,Special Hazards,Foam_Concentrate_Transfer_Pump-CHE-XX-Bs-Ss
Foam System Line Proportioners,CHEMGUARD,Foam Hardware - Proportioning Equipment,Not Specified,Proportioner,Special Hazards,Foam_System_Line_Proportioners-CHE-XX-Pr-Ss
High Back-Pressure Foam Makers,CHEMGUARD,Foam Hardware - Discharge Device,Not Specified,Storage Tank Protection Equipment,Special Hazards,High_Back-Pressure_Foam_Makers-CHE-XX-St-Ss
High-Expansion Foam Generator,CHEMGUARD,"Foam Hardware - Discharge Device, Foam Hardware - Proportioning Equipment",Not Specified,"High-Expansion Generator, Proportioner",Special Hazards,High-Expansion_Foam_Generator-CHE-XX-Hr-Ss
Horizontal Pre-Piped Bladder Tanks with Proportioner,CHEMGUARD,Foam Hardware - Proportioning Equipment,Not Specified,Bladder Tanks,Special Hazards,Horizontal_Pre-Piped_Bladder_Tanks_with_Proportioner-CHE-XX-Bs-Ss
Hydraulic Concentrate Control and Accessory Valves,CHEMGUARD,Foam Hardware - Proportioning Equipment,Not Specified,Proportioner,Special Hazards,Hydraulic_Concentrate_Control_and_Accessory_Valves-CHE-XX-Pr-Ss
In-Line Balanced Pressure Proportioners Model CIBP,CHEMGUARD,Foam Hardware - Proportioning Equipment,Not Specified,Proportioner,Special Hazards,In-Line_Balanced_Pressure_Proportioners_Model_CIBP-CHE-XX-Pr-Ss
In-Line Balanced Pressure Proportioners Model CIBP-M,CHEMGUARD,Foam Hardware - Proportioning Equipment,Not Specified,Proportioner,Special Hazards,In-Line_Balanced_Pressure_Proportioners_Model_CIBP-M-CHE-XX-Pr-Ss
PKW Purple-K Dry Chemical Suppressing Agent,WILLIAMS,Dry Chemical Agent,Not Specified,Dry Chemical Agent,Special Hazards,PKW_Purple-K_Dry_Chemical_Suppressing_Agent-WIL-XX-Dt-Ss
Portable Around-the-Pump Foam Proportioning System WATP-1500,WILLIAMS,Foam Hardware - Proportioning Equipment,Not Specified,Proportioner,Special Hazards,Portable_Around-the-Pump_Foam_Proportioning_System_WATP-1500-WIL-XX-Pr-Ss
Purple-K Dry Chemical Suppressing Agent,CHEMGUARD,Industrial System,Not Specified,Dry Chemical Agent,Special Hazards,Purple-K_Dry_Chemical_Suppressing_Agent-CHE-XX-Dt-Ss
Ranger 3 and 3+ Monitor Nozzles,WILLIAMS,Foam Hardware - Discharge Device,Not Specified,Foam Monitor,Special Hazards,Ranger_3_and_3+_Monitor_Nozzles-WIL-XX-Fr-Ss
Ranger 3+ Monitor Trailer,WILLIAMS,Foam Hardware - Portable Equipment,Not Specified,"Carts, Trailers",Special Hazards,Ranger_3+_Monitor_Trailer-WIL-XX-Cs-Ss
Ranger Automatic HYDRO-CHEM Monitor Nozzles,WILLIAMS,Foam Hardware - Discharge Device,Not Specified,Foam Monitor,Special Hazards,Ranger_Automatic_HYDRO-CHEM_Monitor_Nozzles-WIL-XX-Fr-Ss
Ranger Automatic HYDRO-FOAM Monitor Nozzles,WILLIAMS,Foam Hardware - Discharge Device,Not Specified,Foam Monitor,Special Hazards,Ranger_Automatic_HYDRO-FOAM_Monitor_Nozzles-WIL-XX-Fr-Ss
Super Large and Large Diameter Industrial Hoses-Taiga 600 and 1200,WILLIAMS,Foam Hardware - Proportioning Equipment,Not Specified,Hoses,Special Hazards,Super_Large_and_Large_Diameter_Industrial_Hoses-Taiga_600_and_1200-WIL-XX-Hs-Ss
T-STORM 703LV 3% x 3% AR-AFFF Concentrate,WILLIAMS,Foam Concentrate,Not Specified,Class B Polar Solvents AR-AFFF,Special Hazards,T-STORM_703LV_3%_x_3%_AR-AFFF_Concentrate-WIL-XX-CF-Ss
TF Foam Discharge Head,CHEMGUARD,Foam Hardware - Discharge Device,Not Specified,Sprinkler Heads,Special Hazards,TF_Foam_Discharge_Head-CHE-XX-Ss-Ss
Vertical and Horizontal Bladder Tanks,CHEMGUARD,Foam Hardware - Proportioning Equipment,Not Specified,Bladder Tanks,Special Hazards,Vertical_and_Horizontal_Bladder_Tanks-CHE-XX-Bs-Ss
Vertical Pre-Piped Bladder Tanks with Proportioner,CHEMGUARD,Foam Hardware - Proportioning Equipment,Not Specified,Bladder Tanks,Special Hazards,Vertical_Pre-Piped_Bladder_Tanks_with_Proportioner-CHE-XX-Bs-Ss
Water-Powered Oscillating Monitor,CHEMGUARD,Foam Hardware - Discharge Device,Not Specified,Foam Monitors,Special Hazards,Water-Powered_Oscillating_Monitor-CHE-XX-Fs-Ss
36 Gallon Foam Station,CHEMGUARD,Foam Hardware - Proportioning Equipment,Not Specified,Bladder Tank,Special Hazards,36_Gallon_Foam_Station-CHE-XX-Bk-Ss
4100ES NDU Annunciator Panel with EPS for ES Net,Simplex,Fire Alarm Control Unit,"2080-9047, 4081-9018, 4100-0623, 4100-0634, 4100-0635, 4100-1210, 4100-1240, 4100-1241, 4100-1242, 4100-1243, 4100-1245, 4100-1246, 4100-1248, 4100-1249, 4100-1252, 4100-1253, 4100-1254, 4100-1255, 4100-1259, 4100-1260, 4100-1266, 4100-1267, 4100-1268, 4100-1270, 4100-1272, 4100-1273, 4100-1276, 4100-1277, 4100-1278, 4100-1280, 4100-1281, 4100-1282, 4100-1283, 4100-1284, 4100-1285, 4100-1286, 4100-1287, 4100-1288, 4100-1289, 4100-1291, 4100-1294, 4100-1295, 4100-1296, 4100-1311, 4100-1312, 4100-1313, 4100-1314, 4100-1315, 4100-1316, 4100-1317, 4100-1318, 4100-1319, 4100-1320, 4100-1321, 4100-1322, 4100-1323, 4100-1324, 4100-1325, 4100-1326, 4100-1327, 4100-1328, 4100-1329, 4100-1330, 4100-1331, 4100-1332, 4100-1333, 4100-1334, 4100-1335, 4100-1336, 4100-1337, 4100-1338, 4100-1339, 4100-1361, 4100-1362, 4100-1363, 4100-1364, 4100-310, 4100-3111, 4100-3112, 4100-5013, 4100-5101, 4100-5102, 4100-5103, 4100-5115, 4100-5116, 4100-5125, 4100-5126, 4100-5127, 4100-5130, 4100-5152, 4100-5311, 4100-5313, 4100-5325, 4100-5327, 4100-6030, 4100-6031, 4100-6032, 4100-6033, 4100-6038, 4100-6046, 4100-6079, 4100-6080, 4100-6103, 4100-6104, 4100-6305, 4100-6307, 4100-6308, 4100-6309, 4100-6412, 4100-6413, 4100-6414, 4100-7905, 4100-7908, 4100-7912, 4100-9342, 4100-9357, 4100-9358, 4100-9359, 4100-9400, 4100-9542, 4100-9545, 4100-9620, 4100-9621, 4100-9816, 4100-9843, 4100-9844, 4100-9845, 4190-6104, 4603-9100, 579-1236, 579-1258",Not Specified,Not Specified,4100ES_NDU_Annunciator_Panel_with_EPS_for_ES_Net-Sim-_579-1258-XX-Nd
4100ES NDU with SPS for ES Net,Simplex,Fire Alarm Control Unit,"100-1267, 4081-9018, 4100-0065, 4100-0623, 4100-0634, 4100-0635, 4100-0637, 4100-1210, 4100-1240, 4100-1241, 4100-1242, 4100-1243, 4100-1245, 4100-1246, 4100-1248, 4100-1249, 4100-1252, 4100-1253, 4100-1254, 4100-1255, 4100-1259, 4100-1260, 4100-1266, 4100-1268, 4100-1270, 4100-1272, 4100-1273, 4100-1276, 4100-1277, 4100-1278, 4100-1280, 4100-1281, 4100-1282, 4100-1283, 4100-1284, 4100-1285, 4100-1286, 4100-1287, 4100-1288, 4100-1289, 4100-1290, 4100-1291, 4100-1293, 4100-1294, 4100-1295, 4100-1296, 4100-1311, 4100-1312, 4100-1313, 4100-1314, 4100-1315, 4100-1316, 4100-1317, 4100-1318, 4100-1319, 4100-1320, 4100-1321, 4100-1322, 4100-1323, 4100-1324, 4100-1325, 4100-1326, 4100-1327, 4100-1328, 4100-1329, 4100-1330, 4100-1331, 4100-1332, 4100-1333, 4100-1334, 4100-1335, 4100-1336, 4100-1337, 4100-1338, 4100-1339, 4100-1361, 4100-1362, 4100-1363, 4100-1364, 4100-2320, 4100-3103, 4100-3109, 4100-3110, 4100-3202, 4100-3204, 4100-3206, 4100-5013, 4100-5101, 4100-5102, 4100-5103, 4100-5111, 4100-5112, 4100-5113, 4100-5115, 4100-5116, 4100-5125, 4100-5126, 4100-5127, 4100-5152, 4100-6030, 4100-6031, 4100-6032, 4100-6033, 4100-6034, 4100-6038, 4100-6045, 4100-6046, 4100-6048, 4100-6052, 4100-6055, 4100-6079, 4100-6104, 4100-6307, 4100-6308, 4100-6309, 4100-6310, 4100-6412, 4100-6413, 4100-6414, 4100-7912, 4100-9141, 4100-9142, 4100-9143, 4100-9144, 4100-9145, 4100-9146, 4100-9157, 4100-9158, 4100-9159, 4100-9160, 4100-9161, 4100-9162, 4100-9163, 4100-9164, 4100-9165, 4100-9168, 4100-9169, 4100-9170, 4100-9241, 4100-9242, 4100-9248, 4100-9249, 4100-9250, 4100-9251, 4100-9252, 4100-9253, 4100-9400, 4100-9620, 4100-9621, 4100-9816, 4100-9835, 4100-9843, 4100-9844, 4100-9845, 4190-9803, 4603-9100, 574-848, 579-1258, 579-197",Not Specified,Not Specified,4100ES_NDU_with_SPS_for_ES_Net-Sim-_579-197-XX-Nd
TrueAlarm Fire Alarm Systems,Simplex,"Networks, Workstations,Integration","4003-9803, 4100-1243, 4100-1244, 4100-6104, 4100-6310, 4100-6412, 4100-6413, 4100-6414, 4190-4006, 4190-4008, 4190-4009, 4190-4010, 4190-4011, 4190-4012, 4190-4013, 4190-4014, 4190-403, 4190-5050, 4190-5053, 4190-5060, 4190-5061, 4190-5062, 4190-5064, 4190-5065, 4190-5066, 4190-5067, 4190-5068, 4190-6002, 4190-6010, 4190-6026, 4190-6034, 4190-6036, 4190-6038, 4190-6039, 4190-6050, 4190-6054, 4190-6055, 4190-6058, 4190-6059, 4190-6061, 4190-6301, 4190-6302, 4190-6303, 4190-6304, 4190-7026, 4190-7027, 4190-7028, 4190-7029, 4190-7030, 4190-7114, 4190-7131, 4190-7214, 4190-7233, 4190-7234, 4190-8122, 4190-8401, 4190-8410, 4190-8603, 4190-8605, 4190-8901, 4190-9013, 4190-9027, 4190-9807, 4190-9822, 4190-9829, 4190-9832, 4190-9833, 4190-9834, 4190-9835, 4190-9851, 4190-9852, 4190-9853, 4190-9854, 4190-9856, 4190-9857, 4190-9858, 4190-9859, 579-1155, 579-1258",Not Specified,Not Specified,TrueAlarm_Fire_Alarm_Systems-Sim-_579-1258-XX-Nd
Popular Sprinklers with AFFF Concentrates - Listings and Approvals,CHEMGUARD,Foam Hardware - Discharge Device,Not Specified,Sprinkler Head,Special Hazards,Popular_Sprinklers_with_AFFF_Concentrates_-_Listings_and_Approvals-CHE-XX-Sd-Ss
Popular Sprinklers with AR-AFFF Concentrates - Listings and Approvals,CHEMGUARD,Foam Hardware - Discharge Device,Not Specified,Sprinkler Head,Special Hazards,Popular_Sprinklers_with_AR-AFFF_Concentrates_-_Listings_and_Approvals-CHE-XX-Sd-Ss
S-500 High Performance Amphoteric Fluorosurfactant,CHEMGUARD,Fluorosurfactant,Not Specified,Fluorosurfactant,Special Hazards,S-500_High_Performance_Amphoteric_Fluorosurfactant-CHE-XX-Ft-Ss
S-550 High Performance Nonionic Fluorosurfactant,CHEMGUARD,Fluorosurfactant,Not Specified,Fluorosurfactant,Special Hazards,S-550_High_Performance_Nonionic_Fluorosurfactant-CHE-XX-Ft-Ss
S-550-100 High Performance Nonionic Fluorosurfactant,CHEMGUARD,Fluorosurfactant,Not Specified,Fluorosurfactant,Special Hazards,S-550-100_High_Performance_Nonionic_Fluorosurfactant-CHE-XX-Ft-Ss
S-554 High Performance Nonionic Fluorosurfactant,CHEMGUARD,Fluorosurfactant,Not Specified,Fluorosurfactant,Special Hazards,S-554_High_Performance_Nonionic_Fluorosurfactant-CHE-XX-Ft-Ss
S-559 High Performance Nonionic Fluorosurfactant,CHEMGUARD,Fluorosurfactant,Not Specified,Fluorosurfactant,Special Hazards,S-559_High_Performance_Nonionic_Fluorosurfactant-CHE-XX-Ft-Ss
S-559-100 High Performance Nonionic Fluororsurfactant,CHEMGUARD,Fluorosurfactant,Not Specified,Fluorosurfactant,Special Hazards,S-559-100_High_Performance_Nonionic_Fluororsurfactant-CHE-XX-Ft-Ss
S-760P High Performance Anionic Fluorosurfactant,CHEMGUARD,Fluorosurfactant,Not Specified,Fluorosurfactant,Special Hazards,S-760P_High_Performance_Anionic_Fluorosurfactant-CHE-XX-Ft-Ss
S-761P High Performance Anionic Fluorosurfactant,CHEMGUARD,Fluorosurfactant,Not Specified,Fluorosurfactant,Special Hazards,S-761P_High_Performance_Anionic_Fluorosurfactant-CHE-XX-Ft-Ss
S-764P High Performance Anionic Fluorosurfactant,CHEMGUARD,Fluorosurfactant,Not Specified,Fluorosurfactant,Special Hazards,S-764P_High_Performance_Anionic_Fluorosurfactant-CHE-XX-Ft-Ss
S-764P-12A High Performance Anionic Fluorosurfactant,CHEMGUARD,Fluorosurfactant,Not Specified,Fluorosurfactant,Special Hazards,S-764P-12A_High_Performance_Anionic_Fluorosurfactant-CHE-XX-Ft-Ss
S-764P-14A High Performance Anionic Fluorosurfactant,CHEMGUARD,Fluorosurfactant,Not Specified,Fluorosurfactant,Special Hazards,S-764P-14A_High_Performance_Anionic_Fluorosurfactant-CHE-XX-Ft-Ss
ZBAMB5012A EAS Label Deactivator Pad,Sensormatic,Deactivator / Activator,Not Specified,Not Specified,Not Specified,ZBAMB5012A_EAS_Label_Deactivator_Pad-Sen-XX-XX-Nd
ZBAMB5278A Pro EAS Label Deactivator Coils,Sensormatic,Deactivator / Activator,Not Specified,Not Specified,Not Specified,ZBAMB5278A_Pro_EAS_Label_Deactivator_Coils-Sen-XX-XX-Nd
ZBAMB9010-IPS EAS Label Deactivator Controller,Sensormatic,Deactivator / Activator,Not Specified,Not Specified,Not Specified,ZBAMB9010-IPS_EAS_Label_Deactivator_Controller-Sen-XX-XX-Nd
ZK8178 Boot Deactivator,Sensormatic,"Detacher, Detector",Not Specified,Not Specified,Not Specified,ZK8178_Boot_Deactivator-Sen-XX-XX-Nd
Not Specified,Sensormatic,"Deactivator / Activator, Detacher, Detector, SmartEAS",Not Specified,Not Specified,Not Specified,XX-Sen-XX-XX-Nd
Wireless Device Manager and Wireless Device Module BIM1000 BIX1000,Sensormatic,SmartEAS,Not Specified,"Wireless Device Manager BIM, Wireless Module BIX",Not Specified,Wireless_Device_Manager_and_Wireless_Device_Module_BIM1000_BIX1000-Sen-XX-WX-Nd
FX-PCV16 Programmable VAV Box Controller,Facility Explorer,"Accessory, Field Device","FX-ATV7003-0, FX-BTCVT-1, FX-BTCVTCBL-700, FX-PCA2611-0, FX-PCA2612-1, FX-PCA2612-2, FX-PCA3611-0, FX-PCA4911-0, FX-PCG1611-0, FX-PCG1611-0ET, FX-PCG1611-0G, FX-PCG1611-1, FX-PCG1611-1ET, FX-PCG1621-0, FX-PCG1621-0G, FX-PCG1621-1, FX-PCG2611-0, FX-PCG2611-0ET, FX-PCG2611-0G, FX-PCG2621-0, FX-PCG2621-0G, FX-PCT-0, FX-PCT-6, FX-PCV1610-0, FX-PCV1610-0G, FX-PCV1615-0, FX-PCV1615-0G, FX-PCV1615-1, FX-PCV1615-1G, FX-PCV1620-0, FX-PCV1620-0G, FX-PCV1626-0, FX-PCV1626-0G, FX-PCV1626-1, FX-PCV1626-1G, FX-PCV1628-0, FX-PCV1628-0G, FX-PCV1628-1, FX-PCV1628-1G, FX-PCV1630-0, FX-PCV1630-0G, FX-PCV1630-1, FX-PCV1630-1G, FX-PCV1656-0, FX-PCV1826-0, FX-PCV1826-0G, FX-PCV1930-0, FX-PCX1711-0, FX-PCX2711-0, FX-PCX2711-1, FX-PCX2711-2, FX-PCX2721-0, FX-PCX3711-0, FX-PCX3711-1, FX-PCX3711-2, FX-PCX3721-0, FX-PCX3731-0, FX-PCX4711-0",Not Specified,Building Automation and Controls,FX-PCV16_Programmable_VAV_Box_Controller-Fac-_FX-PCX4711-0-XX-Bs
FX-PCV18 Programmable VAV Box Controller,Facility Explorer,"Accessory, Field Device","FX-ATV7003-0, FX-BTCVT-1, FX-BTCVTCBL-700, FX-PCA2611-0, FX-PCA2612-1, FX-PCA2612-2, FX-PCA3611-0, FX-PCA4911-0, FX-PCG1611-0, FX-PCG1611-0ET, FX-PCG1611-0G, FX-PCG1611-1, FX-PCG1611-1ET, FX-PCG1621-0, FX-PCG1621-0G, FX-PCG1621-1, FX-PCG2611-0, FX-PCG2611-0ET, FX-PCG2611-0G, FX-PCG2621-0, FX-PCG2621-0G, FX-PCT-0, FX-PCT-6, FX-PCV1610-0, FX-PCV1610-0G, FX-PCV1615-0, FX-PCV1615-0G, FX-PCV1615-1, FX-PCV1615-1G, FX-PCV1620-0, FX-PCV1620-0G, FX-PCV1626-0, FX-PCV1626-0G, FX-PCV1626-1, FX-PCV1626-1G, FX-PCV1628-0, FX-PCV1628-0G, FX-PCV1628-1, FX-PCV1628-1G, FX-PCV1630-0, FX-PCV1630-0G, FX-PCV1630-1, FX-PCV1630-1G, FX-PCV1656-0, FX-PCV1826-0, FX-PCV1826-0G, FX-PCV1930-0, FX-PCX1711-0, FX-PCX2711-0, FX-PCX2711-1, FX-PCX2711-2, FX-PCX2721-0, FX-PCX3711-0, FX-PCX3711-1, FX-PCX3711-2, FX-PCX3721-0, FX-PCX3731-0, FX-PCX4711-0",Not Specified,Building Automation and Controls,FX-PCV18_Programmable_VAV_Box_Controller-Fac-_FX-PCX4711-0-XX-Bs
FX-PCV19 Programmable VAV Box Controller,Facility Explorer,"Accessory, Field Device","FX-ATV7003-0, FX-BTCVT-1, FX-BTCVTCBL-700, FX-PCA2611-0, FX-PCA2612-1, FX-PCA2612-2, FX-PCA3611-0, FX-PCA4911-0, FX-PCG1611-0, FX-PCG1611-0ET, FX-PCG1611-0G, FX-PCG1611-1, FX-PCG1611-1ET, FX-PCG1621-0, FX-PCG1621-0G, FX-PCG1621-1, FX-PCG2611-0, FX-PCG2611-0ET, FX-PCG2611-0G, FX-PCG2621-0, FX-PCG2621-0G, FX-PCT-0, FX-PCT-6, FX-PCV1610-0, FX-PCV1610-0G, FX-PCV1615-0, FX-PCV1615-0G, FX-PCV1615-1, FX-PCV1615-1G, FX-PCV1620-0, FX-PCV1620-0G, FX-PCV1626-0, FX-PCV1626-0G, FX-PCV1626-1, FX-PCV1626-1G, FX-PCV1628-0, FX-PCV1628-0G, FX-PCV1628-1, FX-PCV1628-1G, FX-PCV1630-0, FX-PCV1630-0G, FX-PCV1630-1, FX-PCV1630-1G, FX-PCV1656-0, FX-PCV1826-0, FX-PCV1826-0G, FX-PCV1930-0, FX-PCX1711-0, FX-PCX2711-0, FX-PCX2711-1, FX-PCX2711-2, FX-PCX2721-0, FX-PCX3711-0, FX-PCX3711-1, FX-PCX3711-2, FX-PCX3721-0, FX-PCX3731-0, FX-PCX4711-0",Not Specified,Building Automation and Controls,FX-PCV19_Programmable_VAV_Box_Controller-Fac-_FX-PCX4711-0-XX-Bs
LED Text Messaging Appliance with Addressable Message Selection using IDNet Communications,Simplex,Accessories,Not Specified,Not Specified,Not Specified,LED_Text_Messaging_Appliance_with_Addressable_Message_Selection_using_IDNet_Communications-Sim-XX-XX-Nd
HMS-1655 Fume Hood Controller and Monitor,Triatek,Controller and Monitor,"HMS1655, HMS1655-1, HMS1655-1S, HMS1655-S, HMS1655L, HMS1655L-S",Not Specified,Building Automation and Controls,HMS-1655_Fume_Hood_Controller_and_Monitor-Tri-_HMS1655L-S-XX-Bs
ZK0025 AM Label Deactivator,Sensormatic,Deactivator / Activator,Not Specified,Not Specified,Not Specified,ZK0025_AM_Label_Deactivator-Sen-XX-XX-Nd
AMB-5800 Bagwell Deactivator,Sensormatic,Deactivator / Activator,Not Specified,Not Specified,Not Specified,AMB-5800_Bagwell_Deactivator-Sen-XX-XX-Nd
KT-1 One-Door Controller,Kantech,Hardware,Not Specified,Not Specified,Not Specified,KT-1_One-Door_Controller-Kan-XX-XX-Nd
Ultra 1.8 Meter ABS Pedestal System,Sensormatic,Detector,Not Specified,Not Specified,Not Specified,Ultra_1.8_Meter_ABS_Pedestal_System-Sen-XX-XX-Nd
Synchronous Clocks 6310/2310 Series A,Simplex,Accessories,Not Specified,Not Specified,Not Specified,Synchronous_Clocks_6310/2310_Series_A-Sim-XX-XX-Nd
Ring Manager IP Network System,Metasys,Field Device,Not Specified,Not Specified,Building Automation and Controls,Ring_Manager_IP_Network_System-Met-XX-XX-Bs
Ring Manager IP Network System,Facility Explorer,Field Device,Not Specified,Not Specified,Building Automation and Controls,Ring_Manager_IP_Network_System-Fac-XX-XX-Bs
